Date,Year,Month,Origin_Country,Destination_Country,Product_Category,Trade_Volume_USD,Trade_Weight_KG
2020-12-12,2020,12,Germany,Canada,Agriculture,13046.1,717.15
2020-12-13,2020,12,Japan,Italy,Mineral Fuels,19761.62,3682.61
2020-12-13,2020,12,USA,Spain,Iron & Steel,13671.69,1021.48
2020-12-13,2020,12,Australia,Mexico,Electronics,17414.7,2739.02
2020-12-14,2020,12,Australia,Italy,Iron & Steel,14522.18,2364.37
2020-12-14,2020,12,UK,Spain,Iron & Steel,13888.03,797.61
2020-12-14,2020,12,Australia,Spain,Pharmaceuticals,14711.79,2163.9
2020-12-15,2020,12,Japan,India,Machinery,16293.7,1952.39
2020-12-15,2020,12,Japan,UK,Plastics,14012.69,999.9
2020-12-15,2020,12,South Korea,Brazil,Automotive,18597.74,1450.46
2020-12-16,2020,12,Australia,India,Automotive,17248.46,2678.48
2020-12-16,2020,12,India,Spain,Plastics,14609.49,911.29
2020-12-16,2020,12,USA,Japan,Mineral Fuels,19164.38,1433.25
2020-12-17,2020,12,Spain,Australia,Pharmaceuticals,14732.34,1866.29
2020-12-18,2020,12,Australia,South Korea,Machinery,15983.04,871.38
2020-12-19,2020,12,South Korea,Italy,Plastics,13724.72,1958.19
2020-12-19,2020,12,USA,India,Iron & Steel,14140.42,1823.3
2020-12-19,2020,12,India,Australia,Agriculture,13761.18,1041.02
2020-12-19,2020,12,Germany,Russia,Automotive,18110.78,2689.7
2020-12-19,2020,12,Spain,Germany,Agriculture,13521.78,1598.69
2020-12-20,2020,12,USA,France,Iron & Steel,14258.59,854.19
2020-12-20,2020,12,Japan,Italy,Automotive,17819.34,965.51
2020-12-20,2020,12,Mexico,Canada,Mineral Fuels,19645.64,3272.52
2020-12-20,2020,12,India,Brazil,Mineral Fuels,19241.34,1192.82
2020-12-21,2020,12,Brazil,Germany,Automotive,16648.38,2125.44
2020-12-21,2020,12,UK,Spain,Mineral Fuels,18673.69,3512.66
2020-12-21,2020,12,Germany,Spain,Apparel,13365.68,709.82
2020-12-21,2020,12,USA,UK,Plastics,13479.9,696.08
2020-12-22,2020,12,France,USA,Mineral Fuels,19209.85,1628.52
2020-12-22,2020,12,Mexico,Germany,Mineral Fuels,18932.99,1768.32
2020-12-22,2020,12,Italy,Australia,Apparel,13292.45,1238.1
2020-12-22,2020,12,France,Canada,Pharmaceuticals,14909.39,2136.6
2020-12-22,2020,12,Spain,Russia,Apparel,14083.89,1041.95
2020-12-23,2020,12,Germany,India,Electronics,16307.01,1650.14
2020-12-23,2020,12,China,Brazil,Apparel,12887.85,1332.5
2020-12-23,2020,12,Brazil,UK,Automotive,18133.92,2450.44
2020-12-24,2020,12,UK,Brazil,Automotive,18017.04,1024.44
2020-12-24,2020,12,France,India,Mineral Fuels,17780.59,2262.57
2020-12-24,2020,12,India,USA,Pharmaceuticals,15394.53,845.73
2020-12-24,2020,12,Spain,UK,Electronics,16913.69,1825.7
2020-12-24,2020,12,India,USA,Apparel,13207.69,1578.54
2020-12-25,2020,12,France,Canada,Automotive,18717.54,942.53
2020-12-25,2020,12,Russia,France,Agriculture,13410.48,843.96
2020-12-25,2020,12,Brazil,Mexico,Automotive,17412.2,1753.57
2020-12-25,2020,12,UK,Mexico,Plastics,14804.39,1003.49
2020-12-25,2020,12,India,Italy,Automotive,18765.38,1892.58
2020-12-25,2020,12,China,Brazil,Iron & Steel,14076.82,728.17
2020-12-26,2020,12,China,South Korea,Apparel,13611.07,898.07
2020-12-26,2020,12,Italy,France,Iron & Steel,13581.82,1175.7
2020-12-26,2020,12,Mexico,South Korea,Mineral Fuels,18437.26,1159.24
2020-12-26,2020,12,Mexico,Germany,Mineral Fuels,19705.23,1624.6
2020-12-28,2020,12,India,USA,Machinery,16350.75,1198.43
2020-12-28,2020,12,Brazil,Spain,Apparel,13517.63,2126.55
2020-12-28,2020,12,Australia,France,Machinery,16686.83,1051.83
2020-12-29,2020,12,Italy,Japan,Iron & Steel,14205.05,2145.97
2020-12-29,2020,12,Mexico,UK,Pharmaceuticals,14547.69,1035.12
2020-12-29,2020,12,Russia,Italy,Pharmaceuticals,14714.68,2449.37
2020-12-29,2020,12,USA,Russia,Agriculture,14285.59,1137.86
2020-12-31,2020,12,Italy,South Korea,Pharmaceuticals,14952.27,847.22
2020-12-31,2020,12,Germany,Australia,Pharmaceuticals,15954.71,1020.85
2020-12-31,2020,12,Italy,Germany,Machinery,16206.39,2115.35
2021-01-01,2021,1,India,South Korea,Electronics,16189.82,826.17
2021-01-02,2021,1,Japan,Canada,Apparel,12358.43,1075.32
2021-01-02,2021,1,France,Brazil,Machinery,15274.16,1294.02
2021-01-02,2021,1,France,UK,Apparel,12443.84,2315.7
2021-01-02,2021,1,UK,Spain,Iron & Steel,14139.23,1214.88
2021-01-02,2021,1,India,Japan,Agriculture,12314.16,1337.96
2021-01-03,2021,1,UK,Canada,Plastics,13168.98,1244.76
2021-01-03,2021,1,Spain,Italy,Apparel,12175.36,807.19
2021-01-03,2021,1,Canada,Russia,Plastics,13015.02,896.2
2021-01-03,2021,1,China,Russia,Mineral Fuels,17615.0,1187.64
2021-01-04,2021,1,South Korea,China,Iron & Steel,13002.83,1807.53
2021-01-04,2021,1,France,Canada,Apparel,12486.8,958.12
2021-01-04,2021,1,Russia,Brazil,Electronics,16145.47,1549.03
2021-01-04,2021,1,UK,South Korea,Automotive,17812.34,1569.95
2021-01-05,2021,1,Russia,Spain,Machinery,14436.62,2275.43
2021-01-05,2021,1,Japan,Italy,Iron & Steel,12981.47,1003.49
2021-01-06,2021,1,Japan,Germany,Agriculture,12909.76,1566.6
2021-01-06,2021,1,Mexico,Russia,Automotive,16687.22,2042.37
2021-01-06,2021,1,Mexico,Germany,Agriculture,12305.35,1224.42
2021-01-07,2021,1,Australia,USA,Pharmaceuticals,13971.24,903.98
2021-01-07,2021,1,Mexico,USA,Agriculture,13075.15,1711.78
2021-01-07,2021,1,Germany,Australia,Electronics,15497.93,2154.87
2021-01-07,2021,1,Mexico,China,Pharmaceuticals,14340.11,1228.26
2021-01-08,2021,1,Australia,Germany,Mineral Fuels,18044.33,1466.74
2021-01-09,2021,1,Brazil,Mexico,Machinery,15087.64,907.56
2021-01-09,2021,1,UK,Germany,Plastics,13121.55,673.06
2021-01-09,2021,1,China,Italy,Machinery,13904.37,1072.66
2021-01-10,2021,1,Italy,Canada,Mineral Fuels,17807.34,1346.17
2021-01-11,2021,1,India,Germany,Electronics,16278.28,1368.04
2021-01-11,2021,1,Brazil,South Korea,Electronics,16384.1,888.62
2021-01-12,2021,1,Australia,Japan,Plastics,12720.54,1021.65
2021-01-12,2021,1,Canada,Italy,Apparel,11233.88,740.88
2021-01-13,2021,1,Canada,India,Plastics,13291.01,805.7
2021-01-13,2021,1,India,France,Pharmaceuticals,13611.75,931.21
2021-01-14,2021,1,Russia,Australia,Iron & Steel,14054.35,1359.03
2021-01-15,2021,1,Canada,Russia,Apparel,12051.37,1535.86
2021-01-15,2021,1,USA,Russia,Automotive,16381.29,1315.75
2021-01-15,2021,1,USA,Canada,Automotive,17488.91,3185.44
2021-01-16,2021,1,Japan,USA,Pharmaceuticals,14348.95,1043.68
2021-01-16,2021,1,Australia,China,Pharmaceuticals,14515.29,1192.27
2021-01-16,2021,1,France,South Korea,Agriculture,13341.03,839.4
2021-01-16,2021,1,USA,Brazil,Iron & Steel,12394.07,803.16
2021-01-17,2021,1,Australia,Canada,Electronics,16821.34,1083.6
2021-01-17,2021,1,Japan,France,Mineral Fuels,18098.96,1626.14
2021-01-17,2021,1,Germany,USA,Machinery,15222.1,2117.39
2021-01-18,2021,1,South Korea,Italy,Machinery,15297.75,2270.03
2021-01-18,2021,1,South Korea,Japan,Mineral Fuels,17537.72,3200.02
2021-01-18,2021,1,Spain,Italy,Mineral Fuels,18446.85,2235.42
2021-01-18,2021,1,Canada,Australia,Apparel,12903.56,1009.73
2021-01-19,2021,1,USA,Italy,Pharmaceuticals,14537.17,728.98
2021-01-19,2021,1,China,Japan,Automotive,17119.39,3287.05
2021-01-20,2021,1,South Korea,Spain,Automotive,16098.43,2952.33
2021-01-20,2021,1,Russia,South Korea,Apparel,12471.3,1797.97
2021-01-20,2021,1,France,Italy,Agriculture,13906.7,700.75
2021-01-20,2021,1,China,Canada,Pharmaceuticals,14789.06,1052.41
2021-01-20,2021,1,UK,Australia,Iron & Steel,12803.63,1168.63
2021-01-21,2021,1,South Korea,Russia,Electronics,15177.3,1286.52
2021-01-21,2021,1,UK,USA,Mineral Fuels,18161.04,1186.81
2021-01-21,2021,1,Brazil,France,Automotive,17852.05,983.93
2021-01-23,2021,1,France,Italy,Plastics,13017.78,718.04
2021-01-23,2021,1,Japan,Canada,Iron & Steel,13906.75,913.62
2021-01-23,2021,1,France,China,Pharmaceuticals,14153.7,1724.65
2021-01-23,2021,1,Russia,Canada,Machinery,14725.86,1249.64
2021-01-24,2021,1,Australia,Germany,Machinery,15377.37,832.74
2021-01-24,2021,1,Spain,Russia,Electronics,16542.95,1329.93
2021-01-24,2021,1,India,Australia,Plastics,13250.46,994.21
2021-01-24,2021,1,Germany,Canada,Pharmaceuticals,13803.76,1469.36
2021-01-24,2021,1,China,Mexico,Iron & Steel,13009.25,1349.43
2021-01-24,2021,1,Canada,Italy,Mineral Fuels,17240.32,1696.53
2021-01-25,2021,1,India,USA,Plastics,13647.94,762.86
2021-01-25,2021,1,India,Australia,Apparel,12898.35,928.19
2021-01-25,2021,1,Italy,Japan,Iron & Steel,13785.31,2170.06
2021-01-25,2021,1,Russia,Brazil,Plastics,13482.04,1449.47
2021-01-26,2021,1,Russia,Canada,Agriculture,13246.23,748.75
2021-01-26,2021,1,Canada,Brazil,Plastics,13150.24,1047.22
2021-01-27,2021,1,Australia,South Korea,Iron & Steel,13910.24,702.08
2021-01-27,2021,1,China,Germany,Mineral Fuels,18005.12,1261.61
2021-01-27,2021,1,USA,Canada,Electronics,15898.48,2412.92
2021-01-28,2021,1,Spain,South Korea,Electronics,15722.23,981.44
2021-01-28,2021,1,UK,Brazil,Electronics,15377.14,1314.11
2021-01-28,2021,1,France,India,Agriculture,12760.41,1423.58
2021-01-28,2021,1,Australia,South Korea,Automotive,16763.08,1700.8
2021-01-29,2021,1,Mexico,South Korea,Electronics,16113.34,844.89
2021-01-29,2021,1,Germany,Russia,Pharmaceuticals,13814.75,1639.71
2021-01-29,2021,1,Spain,Brazil,Plastics,13972.6,856.5
2021-01-29,2021,1,Spain,Germany,Machinery,15340.95,1467.24
2021-01-30,2021,1,USA,Mexico,Mineral Fuels,17288.87,1734.67
2021-01-30,2021,1,India,Italy,Iron & Steel,13776.63,982.62
2021-02-01,2021,2,UK,South Korea,Automotive,15734.86,1361.03
2021-02-01,2021,2,France,Australia,Mineral Fuels,17947.78,1818.5
2021-02-01,2021,2,Japan,UK,Apparel,12091.53,978.77
2021-02-02,2021,2,India,Australia,Machinery,15768.97,2285.17
2021-02-02,2021,2,China,Italy,Mineral Fuels,19194.19,2179.59
2021-02-02,2021,2,Italy,Mexico,Pharmaceuticals,14378.49,916.88
2021-02-03,2021,2,India,Italy,Plastics,12975.96,847.22
2021-02-04,2021,2,Mexico,Spain,Plastics,13092.36,989.84
2021-02-04,2021,2,Brazil,China,Plastics,12701.51,673.65
2021-02-05,2021,2,USA,Brazil,Iron & Steel,13866.25,1900.41
2021-02-06,2021,2,USA,Germany,Plastics,12509.42,649.88
2021-02-07,2021,2,Brazil,France,Plastics,13673.11,805.36
2021-02-07,2021,2,Germany,China,Plastics,12186.23,726.49
2021-02-08,2021,2,UK,USA,Plastics,12583.97,1022.4
2021-02-08,2021,2,Spain,Brazil,Machinery,15500.52,1246.08
2021-02-08,2021,2,UK,Brazil,Electronics,15777.03,1193.45
2021-02-09,2021,2,Spain,Brazil,Pharmaceuticals,14139.63,1904.73
2021-02-09,2021,2,Australia,South Korea,Plastics,12714.41,748.22
2021-02-10,2021,2,Spain,Germany,Mineral Fuels,18316.2,945.41
2021-02-10,2021,2,USA,Brazil,Plastics,12981.83,889.33
2021-02-11,2021,2,Italy,France,Pharmaceuticals,14033.76,1183.72
2021-02-11,2021,2,USA,China,Iron & Steel,13566.77,1398.75
2021-02-11,2021,2,Germany,USA,Apparel,13196.59,1964.36
2021-02-11,2021,2,India,France,Machinery,14912.82,798.95
2021-02-11,2021,2,India,Canada,Pharmaceuticals,14170.58,759.76
2021-02-11,2021,2,Canada,Japan,Automotive,17415.17,1436.53
2021-02-12,2021,2,Mexico,Japan,Iron & Steel,13500.26,979.82
2021-02-12,2021,2,Brazil,Canada,Electronics,16637.44,1770.99
2021-02-12,2021,2,India,Brazil,Pharmaceuticals,14340.11,2585.46
2021-02-12,2021,2,Germany,Mexico,Electronics,16542.89,1134.96
2021-02-12,2021,2,China,Japan,Mineral Fuels,17772.6,2260.76
2021-02-12,2021,2,USA,Australia,Mineral Fuels,18155.63,3502.84
2021-02-12,2021,2,India,UK,Apparel,12002.79,706.33
2021-02-12,2021,2,Mexico,Spain,Machinery,15013.05,1273.74
2021-02-13,2021,2,Australia,Brazil,Automotive,16738.93,1658.61
2021-02-13,2021,2,Brazil,Italy,Machinery,15039.8,2305.63
2021-02-13,2021,2,UK,Italy,Agriculture,13243.94,1410.39
2021-02-14,2021,2,UK,Japan,Agriculture,12755.76,662.75
2021-02-14,2021,2,South Korea,Australia,Agriculture,13443.75,1440.6
2021-02-15,2021,2,China,Italy,Agriculture,14926.37,771.36
2021-02-15,2021,2,Russia,Italy,Electronics,15066.73,2194.85
2021-02-15,2021,2,South Korea,Canada,Agriculture,12089.46,1027.38
2021-02-15,2021,2,USA,Mexico,Mineral Fuels,18609.38,1028.55
2021-02-15,2021,2,Brazil,Italy,Machinery,15718.17,1296.55
2021-02-16,2021,2,Australia,Russia,Agriculture,13548.65,972.48
2021-02-16,2021,2,Canada,Mexico,Agriculture,12930.28,1765.09
2021-02-17,2021,2,USA,Italy,Mineral Fuels,17444.02,1307.0
2021-02-17,2021,2,Russia,Canada,Mineral Fuels,17377.73,1107.63
2021-02-17,2021,2,China,Canada,Agriculture,13250.07,896.53
2021-02-18,2021,2,India,Mexico,Apparel,12574.68,683.54
2021-02-18,2021,2,Russia,Japan,Machinery,15426.99,807.25
2021-02-19,2021,2,UK,Spain,Agriculture,12316.57,1096.49
2021-02-20,2021,2,Brazil,Spain,Agriculture,12938.14,806.12
2021-02-20,2021,2,Brazil,USA,Apparel,12459.64,904.29
2021-02-20,2021,2,Germany,Russia,Iron & Steel,13679.23,752.19
2021-02-20,2021,2,Japan,India,Agriculture,12928.81,1006.21
2021-02-20,2021,2,Japan,China,Machinery,15176.25,2255.29
2021-02-21,2021,2,Spain,India,Iron & Steel,12824.46,919.05
2021-02-21,2021,2,France,Brazil,Apparel,12169.84,1069.59
2021-02-22,2021,2,Mexico,China,Mineral Fuels,17920.03,2904.84
2021-02-22,2021,2,Mexico,South Korea,Agriculture,13042.6,1716.05
2021-02-22,2021,2,Australia,India,Pharmaceuticals,13538.79,1122.58
2021-02-24,2021,2,USA,UK,Plastics,12897.76,2270.52
2021-02-24,2021,2,Germany,South Korea,Automotive,17342.79,1208.21
2021-02-24,2021,2,Germany,South Korea,Iron & Steel,14445.22,1212.84
2021-02-24,2021,2,Russia,China,Mineral Fuels,17674.32,2068.15
2021-02-24,2021,2,USA,India,Agriculture,12423.15,949.53
2021-02-24,2021,2,USA,Italy,Pharmaceuticals,14051.72,880.34
2021-02-25,2021,2,USA,India,Automotive,16961.39,919.04
2021-02-26,2021,2,UK,Brazil,Mineral Fuels,17863.0,904.63
2021-02-27,2021,2,Spain,Japan,Iron & Steel,14225.46,1015.63
2021-02-27,2021,2,Russia,Italy,Mineral Fuels,17828.66,1211.44
2021-02-27,2021,2,Germany,India,Agriculture,13138.3,891.91
2021-02-27,2021,2,UK,USA,Iron & Steel,14010.76,1591.77
2021-02-27,2021,2,Japan,USA,Electronics,14905.04,1263.82
2021-02-27,2021,2,USA,Australia,Plastics,13597.3,2586.6
2021-02-28,2021,2,Germany,Australia,Machinery,14717.61,1371.8
2021-02-28,2021,2,Japan,Germany,Iron & Steel,14119.14,1750.5
2021-02-28,2021,2,UK,Russia,Apparel,12694.49,899.22
2021-02-28,2021,2,India,Brazil,Apparel,11390.35,2062.57
2021-03-01,2021,3,South Korea,Russia,Iron & Steel,14220.06,832.18
2021-03-01,2021,3,Italy,Spain,Apparel,13186.96,1407.33
2021-03-01,2021,3,Italy,UK,Machinery,14741.15,1814.26
2021-03-03,2021,3,USA,France,Electronics,16438.02,876.73
2021-03-04,2021,3,Mexico,Australia,Machinery,15069.32,2079.94
2021-03-05,2021,3,UK,South Korea,Agriculture,13045.88,1116.62
2021-03-05,2021,3,India,Russia,Electronics,15216.07,815.27
2021-03-05,2021,3,Mexico,Australia,Automotive,15989.1,2459.81
2021-03-05,2021,3,Brazil,Mexico,Agriculture,12894.17,1216.46
2021-03-06,2021,3,France,Spain,Machinery,16037.7,1621.93
2021-03-06,2021,3,Spain,Brazil,Apparel,11970.39,781.46
2021-03-07,2021,3,USA,Brazil,Machinery,15248.87,803.18
2021-03-07,2021,3,Russia,China,Mineral Fuels,18311.42,1558.3
2021-03-08,2021,3,Germany,Mexico,Electronics,16087.29,905.26
2021-03-08,2021,3,Germany,South Korea,Mineral Fuels,17838.84,2690.45
2021-03-08,2021,3,Mexico,Japan,Pharmaceuticals,13935.24,1009.18
2021-03-08,2021,3,China,Japan,Pharmaceuticals,14900.47,762.22
2021-03-08,2021,3,India,UK,Iron & Steel,14213.65,801.95
2021-03-08,2021,3,Japan,Mexico,Pharmaceuticals,15037.53,1109.44
2021-03-09,2021,3,Russia,Canada,Pharmaceuticals,13180.26,1426.68
2021-03-09,2021,3,Italy,UK,Apparel,11384.77,652.14
2021-03-09,2021,3,Japan,Canada,Iron & Steel,13757.52,1009.83
2021-03-09,2021,3,Brazil,Germany,Electronics,15683.62,938.29
2021-03-09,2021,3,UK,Japan,Machinery,14325.91,1674.22
2021-03-10,2021,3,Spain,Japan,Iron & Steel,13641.29,1432.46
2021-03-10,2021,3,USA,UK,Plastics,12982.66,1149.65
2021-03-11,2021,3,Japan,Russia,Apparel,11540.61,598.79
2021-03-11,2021,3,China,France,Apparel,13074.32,1699.18
2021-03-12,2021,3,Brazil,UK,Automotive,17479.64,2470.23
2021-03-12,2021,3,UK,France,Electronics,15688.98,1495.16
2021-03-13,2021,3,Italy,Brazil,Automotive,17838.22,1854.18
2021-03-13,2021,3,China,Mexico,Apparel,12653.65,886.98
2021-03-13,2021,3,Germany,Spain,Agriculture,13089.35,878.02
2021-03-14,2021,3,Mexico,Russia,Automotive,16507.73,1992.42
2021-03-14,2021,3,Russia,Germany,Iron & Steel,13640.08,1321.66
2021-03-14,2021,3,France,Japan,Automotive,16832.75,990.13
2021-03-14,2021,3,South Korea,France,Iron & Steel,14810.4,742.85
2021-03-14,2021,3,Brazil,Germany,Electronics,15728.29,828.09
2021-03-15,2021,3,Japan,Canada,Automotive,16696.32,1485.83
2021-03-15,2021,3,Australia,Japan,Mineral Fuels,18094.85,2605.17
2021-03-15,2021,3,Russia,Australia,Automotive,16484.02,2840.82
2021-03-16,2021,3,Brazil,Italy,Machinery,14766.98,1551.12
2021-03-16,2021,3,Australia,Germany,Agriculture,12335.91,938.99
2021-03-16,2021,3,Canada,China,Agriculture,13540.02,1219.63
2021-03-16,2021,3,Japan,Spain,Machinery,14424.42,2092.18
2021-03-16,2021,3,Brazil,South Korea,Agriculture,12620.75,705.87
2021-03-17,2021,3,USA,Japan,Machinery,15175.72,762.48
2021-03-17,2021,3,South Korea,Japan,Electronics,15823.42,1007.07
2021-03-17,2021,3,Canada,Germany,Machinery,14879.67,1729.76
2021-03-18,2021,3,UK,Germany,Mineral Fuels,18154.42,1859.5
2021-03-19,2021,3,Canada,India,Automotive,17253.64,1044.41
2021-03-20,2021,3,Russia,USA,Apparel,12230.44,689.37
2021-03-20,2021,3,Japan,France,Automotive,16555.38,1926.89
2021-03-20,2021,3,Germany,Canada,Plastics,13028.51,1698.83
2021-03-20,2021,3,China,USA,Mineral Fuels,17585.9,1032.65
2021-03-21,2021,3,USA,Russia,Agriculture,13010.5,1015.34
2021-03-22,2021,3,China,Brazil,Plastics,13526.82,1043.43
2021-03-22,2021,3,Mexico,Spain,Pharmaceuticals,13626.71,1978.47
2021-03-22,2021,3,Mexico,Spain,Mineral Fuels,18382.01,1044.91
2021-03-22,2021,3,France,Spain,Machinery,14743.81,2330.34
2021-03-23,2021,3,UK,Brazil,Automotive,17740.83,1997.21
2021-03-23,2021,3,USA,Germany,Automotive,16593.8,874.91
2021-03-23,2021,3,South Korea,Italy,Pharmaceuticals,13794.29,1899.97
2021-03-23,2021,3,Russia,Australia,Pharmaceuticals,13493.58,2681.05
2021-03-24,2021,3,Russia,India,Mineral Fuels,18139.98,2414.6
2021-03-24,2021,3,UK,Spain,Plastics,13014.09,913.81
2021-03-24,2021,3,China,Russia,Mineral Fuels,17968.44,2403.12
2021-03-24,2021,3,China,USA,Agriculture,13819.18,2345.82
2021-03-24,2021,3,Canada,UK,Electronics,15590.79,1156.1
2021-03-25,2021,3,Australia,UK,Apparel,12175.09,1069.06
2021-03-25,2021,3,Canada,Japan,Automotive,17130.53,1057.35
2021-03-25,2021,3,China,Germany,Apparel,13079.66,939.32
2021-03-25,2021,3,Russia,South Korea,Mineral Fuels,18049.83,2575.52
2021-03-27,2021,3,Canada,France,Apparel,12687.85,672.54
2021-03-27,2021,3,China,Canada,Agriculture,13217.39,1646.88
2021-03-27,2021,3,Russia,Canada,Mineral Fuels,18339.8,1672.09
2021-03-27,2021,3,USA,UK,Machinery,15222.13,1285.35
2021-03-27,2021,3,UK,China,Electronics,16420.31,1602.63
2021-03-28,2021,3,Mexico,China,Pharmaceuticals,13580.71,2121.83
2021-03-28,2021,3,Germany,Russia,Mineral Fuels,17454.19,1254.05
2021-03-28,2021,3,Russia,USA,Agriculture,13781.71,2334.18
2021-03-28,2021,3,UK,Australia,Mineral Fuels,17931.5,1935.86
2021-03-29,2021,3,China,Mexico,Agriculture,13519.95,1763.96
2021-03-29,2021,3,Mexico,Canada,Mineral Fuels,17825.34,1866.3
2021-03-29,2021,3,Canada,Spain,Apparel,11815.84,1474.8
2021-03-29,2021,3,Japan,Germany,Plastics,12242.13,2250.85
2021-03-29,2021,3,Germany,Japan,Apparel,12497.02,1002.13
2021-03-29,2021,3,Australia,Germany,Mineral Fuels,17237.17,1224.1
2021-03-30,2021,3,Australia,Spain,Mineral Fuels,17972.55,925.08
2021-03-30,2021,3,Brazil,France,Iron & Steel,12986.82,1339.24
2021-03-31,2021,3,Germany,China,Automotive,17288.28,890.85
2021-03-31,2021,3,France,Mexico,Plastics,13240.13,1192.69
2021-03-31,2021,3,Germany,USA,Mineral Fuels,18255.08,1746.25
2021-03-31,2021,3,Canada,India,Mineral Fuels,17881.49,1586.91
2021-04-01,2021,4,Mexico,India,Electronics,15725.23,2568.2
2021-04-01,2021,4,Canada,India,Agriculture,12196.78,704.94
2021-04-02,2021,4,Japan,China,Apparel,12382.93,1061.74
2021-04-02,2021,4,Japan,Germany,Pharmaceuticals,14063.16,1239.22
2021-04-02,2021,4,Mexico,USA,Iron & Steel,13974.8,780.12
2021-04-02,2021,4,South Korea,Italy,Pharmaceuticals,14252.24,1585.56
2021-04-03,2021,4,France,Canada,Electronics,15892.02,1269.71
2021-04-03,2021,4,UK,Russia,Electronics,14889.79,1342.52
2021-04-04,2021,4,Mexico,Italy,Apparel,13307.39,886.62
2021-04-04,2021,4,South Korea,France,Electronics,16709.8,1174.0
2021-04-04,2021,4,Brazil,Italy,Automotive,16630.49,929.74
2021-04-04,2021,4,Mexico,USA,Plastics,13097.37,1595.96
2021-04-04,2021,4,Japan,Australia,Apparel,12628.01,719.35
2021-04-04,2021,4,France,Canada,Mineral Fuels,18346.55,1197.57
2021-04-05,2021,4,Mexico,South Korea,Agriculture,13639.76,1458.35
2021-04-05,2021,4,Mexico,France,Iron & Steel,13075.08,1219.29
2021-04-05,2021,4,USA,China,Plastics,14201.71,779.73
2021-04-05,2021,4,Brazil,Japan,Mineral Fuels,18029.82,1161.8
2021-04-05,2021,4,Mexico,Australia,Pharmaceuticals,13066.37,1046.57
2021-04-05,2021,4,France,India,Plastics,12845.76,656.14
2021-04-06,2021,4,Germany,Italy,Plastics,12507.67,880.88
2021-04-06,2021,4,Brazil,France,Automotive,15957.94,806.24
2021-04-06,2021,4,USA,Spain,Iron & Steel,12925.6,2411.96
2021-04-06,2021,4,Mexico,Japan,Electronics,15905.87,860.82
2021-04-07,2021,4,France,Brazil,Plastics,13467.16,789.05
2021-04-07,2021,4,South Korea,China,Automotive,16365.33,1190.96
2021-04-07,2021,4,Japan,USA,Pharmaceuticals,14176.03,836.06
2021-04-07,2021,4,France,Brazil,Iron & Steel,14118.72,1802.44
2021-04-08,2021,4,Mexico,China,Automotive,17451.97,1622.02
2021-04-08,2021,4,Italy,Mexico,Plastics,12992.77,2492.47
2021-04-08,2021,4,USA,Brazil,Iron & Steel,13757.44,702.39
2021-04-08,2021,4,India,Brazil,Agriculture,13132.39,1096.83
2021-04-08,2021,4,Mexico,France,Mineral Fuels,18391.31,1364.78
2021-04-10,2021,4,Canada,South Korea,Electronics,15803.33,819.3
2021-04-10,2021,4,France,China,Apparel,13572.57,2497.9
2021-04-10,2021,4,Spain,Australia,Machinery,14937.41,1235.81
2021-04-11,2021,4,China,Japan,Plastics,12725.22,1326.35
2021-04-11,2021,4,Russia,India,Machinery,15528.91,2554.04
2021-04-11,2021,4,Brazil,China,Electronics,15522.23,1790.19
2021-04-11,2021,4,South Korea,Canada,Plastics,13678.12,2244.81
2021-04-12,2021,4,UK,South Korea,Apparel,12315.4,1169.29
2021-04-12,2021,4,Japan,India,Pharmaceuticals,13733.65,1817.46
2021-04-12,2021,4,France,China,Apparel,12571.52,954.54
2021-04-12,2021,4,India,Mexico,Iron & Steel,12702.05,1203.06
2021-04-13,2021,4,Brazil,India,Automotive,17786.99,1140.96
2021-04-13,2021,4,Mexico,USA,Electronics,16316.96,1079.77
2021-04-13,2021,4,Australia,Canada,Machinery,15726.31,978.85
2021-04-14,2021,4,USA,South Korea,Agriculture,12789.68,1796.15
2021-04-15,2021,4,India,Italy,Apparel,12791.77,1318.45
2021-04-15,2021,4,USA,Mexico,Machinery,14036.16,1095.78
2021-04-16,2021,4,South Korea,Russia,Electronics,15870.55,1378.26
2021-04-16,2021,4,Australia,Japan,Plastics,12172.56,818.59
2021-04-16,2021,4,Canada,USA,Apparel,11961.13,1131.83
2021-04-16,2021,4,France,UK,Pharmaceuticals,13622.13,693.32
2021-04-17,2021,4,Canada,Mexico,Machinery,14755.28,2173.64
2021-04-18,2021,4,Australia,UK,Machinery,14491.12,1021.86
2021-04-18,2021,4,Germany,Mexico,Apparel,12599.04,1901.32
2021-04-18,2021,4,Japan,France,Agriculture,11583.92,631.32
2021-04-19,2021,4,Mexico,China,Pharmaceuticals,14097.74,1897.08
2021-04-19,2021,4,Germany,Brazil,Pharmaceuticals,14173.78,786.34
2021-04-19,2021,4,Brazil,Canada,Iron & Steel,12920.82,683.73
2021-04-20,2021,4,South Korea,Canada,Pharmaceuticals,14236.74,819.99
2021-04-20,2021,4,UK,India,Apparel,12728.64,1277.99
2021-04-20,2021,4,India,Australia,Agriculture,13836.29,1114.92
2021-04-21,2021,4,South Korea,Canada,Machinery,14978.59,1070.39
2021-04-21,2021,4,Canada,Mexico,Mineral Fuels,17641.98,1283.71
2021-04-21,2021,4,China,France,Electronics,16121.77,1348.9
2021-04-21,2021,4,Germany,Brazil,Agriculture,13180.82,1009.6
2021-04-21,2021,4,UK,Spain,Mineral Fuels,18157.12,1373.94
